Review #,Brand,Variety,Style,Country,Stars,Top Ten,run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,scheduled_charter,number_flights_matched,actual_flights_unmatched,number_flights_cancelled,flights_more_than_15_minutes_early_percent,flights_15_minutes_early_to_1_minute_early_percent,flights_0_to_15_minutes_late_percent,flights_between_16_and_30_minutes_late_percent,flights_between_31_and_60_minutes_late_percent,flights_between_61_and_120_minutes_late_percent,flights_between_121_and_180_minutes_late_percent,flights_between_181_and_360_minutes_late_percent,flights_more_than_360_minutes_late_percent,flights_unmatched_percent,flights_cancelled_percent,average_delay_mins,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
1732,Super,Seafood Flavour Noodles,Cup,Malaysia,3.25,,30-04-2018 13:48,201801,EDINBURGH,AUSTRIA,VIENNA,EASYJET AIRLINE COMPANY LTD,S,18,0,0,5.555556,44.444444,38.888889,11.111111,0,0,0,0,0,0,0,4.611111,18,77.777778,8.722222
1731,Mama,Instant Noodles Creamy Shrimp Tom Yum Flavour,Pack,Cambodia,5,,30-04-2018 13:48,201801,EDINBURGH,AUSTRIA,VIENNA,JET2.COM LTD,S,4,0,0,0,25,50,25,0,0,0,0,0,0,0,8,4,100,5.25
1730,Wu-Mu,BBQ Pork Flavor Chow Mein,Pack,Taiwan,4.5,,30-04-2018 13:48,201801,EDINBURGH,BELGIUM,BRUSSELS,BRUSSELS AIRLINES,S,95,0,0,9.473684,47.368421,30.526316,4.210526,5.263158,2.105263,0,1.052632,0,0,0,8.368421,95,85.263158,5.726316
1729,Vedan,Zan Vegetarian Instant Noodle Series Shiitake Mushroom Flavour,Cup,Taiwan,2.75,,30-04-2018 13:48,201801,EDINBURGH,BELGIUM,CHARLEROI,RYANAIR,S,28,0,0,7.142857,50,21.428571,3.571429,17.857143,0,0,0,0,0,0,8.964286,38,81.578947,11.368421
1728,Yamadai,Tenobe Somen,Bowl,Japan,3.25,,30-04-2018 13:48,201801,EDINBURGH,CYPRUS,PAPHOS,EASYJET AIRLINE COMPANY LTD,S,18,0,0,0,38.888889,61.111111,0,0,0,0,0,0,0,0,6.5,16,75,9.0625
1727,Wei Lih,Jah Jan Men,Bowl,Taiwan,5,,30-04-2018 13:48,201801,EDINBURGH,DENMARK,COPENHAGEN,EASYJET AIRLINE COMPANY LTD,S,36,0,0,13.888889,33.333333,41.666667,5.555556,5.555556,0,0,0,0,0,0,7.527778,38,84.210526,7.815789
1726,Vina Acecook,Oh! Ricey Pho Ga,Bowl,Vietnam,3,,30-04-2018 13:48,201801,EDINBURGH,DENMARK,COPENHAGEN,NORWEGIAN AIR INTERNATIONAL,S,28,0,0,0,42.857143,25,28.571429,3.571429,0,0,0,0,0,0,9.785714,0,0,0
1725,A-Sha Dry Noodle,Veggie Noodle Black Sesame Noodle,Pack,Taiwan,3.25,,30-04-2018 13:48,201801,EDINBURGH,DENMARK,COPENHAGEN,NORWEGIAN AIR SHUTTLE,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,61.538462,18.115385
1724,Pirkka,Nuudeli Liha Nudlar Kott,Pack,Finland,3.5,,30-04-2018 13:48,201801,EDINBURGH,DENMARK,COPENHAGEN,RYANAIR,S,34,0,0,0,35.294118,23.529412,14.705882,20.588235,5.882353,0,0,0,0,0,19.147059,36,88.888889,4.222222
1723,Baixiang Noodles,Artificial Beef Instant Noodles With Soup Base,Pack,China,3.75,,30-04-2018 13:48,201801,EDINBURGH,DENMARK,COPENHAGEN,SAS,S,4,0,0,0,50,25,25,0,0,0,0,0,0,0,7,2,100,0
1722,CarJEN,Otentiq Cheezy Curry Instant Noodles,Pack,Malaysia,4.5,,30-04-2018 13:48,201801,EDINBURGH,FAROE ISLANDS,VAGAR,ATLANTIC AIRWAYS,S,2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,2,100,4
1721,Salam Mie,Mi Goreng Dengan Abon,Pack,Indonesia,4.25,,30-04-2018 13:48,201801,EDINBURGH,FINLAND,HELSINKI,FINNAIR,S,6,0,0,0,16.666667,83.333333,0,0,0,0,0,0,0,0,7.833333,6,33.333333,21.333333
1720,Mamee,Chef Lontong Flavour,Cup,Malaysia,5,,30-04-2018 13:48,201801,EDINBURGH,FRANCE,BERGERAC,FLYBE LTD,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0
1719,Wai Wai,Grilled Pork Flavour Instant Noodles,Bowl,Thailand,2.5,,30-04-2018 13:48,201801,EDINBURGH,FRANCE,BORDEAUX,RYANAIR,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,100,2.555556
1718,Vina Acecook,Hao Hao Sate Onion Flavour,Cup,Vietnam,2.5,,30-04-2018 13:48,201801,EDINBURGH,FRANCE,CARCASSONNE,RYANAIR,S,18,0,0,44.444444,33.333333,22.222222,0,0,0,0,0,0,0,0,1.166667,0,0,0
1717,Lee Fah Mee,Sarawak White Laksa Instant Noodle,Pack,Sarawak,4,,30-04-2018 13:48,201801,EDINBURGH,FRANCE,CHAMBERY,BA CITYFLYER LTD,C,18,0,0,0,33.333333,38.888889,5.555556,11.111111,11.111111,0,0,0,0,0,16.666667,16,87.5,5.9375
1716,Mama,Instant Noodles Egg Protein Noodles,Pack,Myanmar,3.5,,30-04-2018 13:48,201801,EDINBURGH,FRANCE,GRENOBLE,EASYJET AIRLINE COMPANY LTD,S,8,0,0,12.5,25,37.5,25,0,0,0,0,0,0,0,7.5,8,50,29.75
1715,Yum Yum,Instant Noodles Minced Pork Flavor,Pack,Thailand,3.75,,30-04-2018 13:48,201801,EDINBURGH,FRANCE,LYON,EASYJET AIRLINE COMPANY LTD,S,10,0,0,0,10,50,20,20,0,0,0,0,0,0,17.7,10,80,10.8
1714,Master Kong,Sichuan Hot Spicy Fish,Pack,China,3.75,,30-04-2018 13:48,201801,EDINBURGH,FRANCE,MARSEILLE,RYANAIR,S,15,0,1,0,43.75,31.25,12.5,6.25,0,0,0,0,0,6.25,7.6,0,0,0
1713,CarJEN,Otentiq Cheezy Mushroom Instant Noodles,Pack,Malaysia,5,,30-04-2018 13:48,201801,EDINBURGH,FRANCE,MONTPELLIER,RYANAIR,S,1,0,0,0,0,0,0,0,100,0,0,0,0,0,117,0,0,0
1712,Sakurai Foods,Organic Miso Ramen,Pack,Japan,4.5,,30-04-2018 13:48,201801,EDINBURGH,FRANCE,NANTES,RYANAIR,S,16,0,0,0,18.75,56.25,0,12.5,0,0,12.5,0,0,0,38.6875,0,0,0
1711,Hao Way,Vegetarian Penang Laksa,Pack,Malaysia,4,,30-04-2018 13:48,201801,EDINBURGH,FRANCE,PARIS (CHARLES DE GAULLE),AIR FRANCE,S,172,0,5,6.214689,40.112994,35.59322,7.909605,4.519774,2.824859,0,0,0,0,2.824859,7.930233,171,58.139535,19.064327
1710,Chering Chang,Instant Non-Fried Noodles Vegetable Curry Flavor,Pack,Taiwan,5,,30-04-2018 13:48,201801,EDINBURGH,FRANCE,PARIS (CHARLES DE GAULLE),EASYJET AIRLINE COMPANY LTD,S,86,0,0,1.162791,29.069767,47.674419,15.116279,5.813953,1.162791,0,0,0,0,0,9.686047,72,75,13.430556
1709,Asia Gold,Instant Noodles With Shrimp Flavouring,Pack,Hungary,4,,30-04-2018 13:48,201801,EDINBURGH,FRANCE,PARIS (CHARLES DE GAULLE),SMARTWINGS,C,2,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,The Kitchen Food,Sibu Instant Kampua Original,Pack,Sarawak,4,,30-04-2018 13:48,201801,EDINBURGH,FRANCE,PARIS (ORLY),TRANSAVIA FRANCE,S,20,0,0,0,20,40,30,0,10,0,0,0,0,0,20.15,26,46.153846,21.653846
1707,Azami,Hot & Spicy Flavour Noodle Soup,Bowl,Canada,3.5,,30-04-2018 13:48,201801,EDINBURGH,FRANCE,PARIS (ORLY),VUELING AIRLINES,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,75,14.875
1706,Maggi,Hot Cup Goreng Perencah Cili Fiesta,Cup,Malaysia,4.75,,30-04-2018 13:48,201801,EDINBURGH,FRANCE,TOULOUSE (BLAGNAC),BA CITYFLYER LTD,C,8,0,0,12.5,25,37.5,0,12.5,12.5,0,0,0,0,0,20.625,10,60,28.7
1705,Premiere,Gold Bihun Kari Heritage Instant Rice Vermicelli,Pack,Malaysia,4.5,,30-04-2018 13:48,201801,EDINBURGH,FRANCE,TOULOUSE (BLAGNAC),RYANAIR,S,18,0,0,0,27.777778,55.555556,0,16.666667,0,0,0,0,0,0,9.777778,0,0,0
1704,Baixiang Noodles,Sour & Spicy Flavour,Pack,China,3.75,,30-04-2018 13:48,201801,EDINBURGH,GERMANY,BERLIN (SCHONEFELD),EASYJET AIRLINE COMPANY LTD,S,26,0,0,7.692308,26.923077,23.076923,26.923077,7.692308,7.692308,0,0,0,0,0,14.923077,20,65,26.25
1703,7 Select/Nissin,Super Tom Yum Shrimp,Cup,Thailand,3.5,,30-04-2018 13:48,201801,EDINBURGH,GERMANY,COLOGNE BONN,EUROWINGS LUFTVERKEHRS,S,6,0,0,0,33.333333,33.333333,0,33.333333,0,0,0,0,0,0,16.833333,0,0,0
1702,Samyang Foods,Seafood Noodle,Cup,Japan,2.75,,30-04-2018 13:48,201801,EDINBURGH,GERMANY,COLOGNE BONN,GERMANWINGS,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,100,9.5
1701,Sakurai Foods,Organic Shoyu Ramen,Pack,Japan,4.25,,30-04-2018 13:48,201801,EDINBURGH,GERMANY,DUSSELDORF,EUROWINGS LUFTVERKEHRS,S,6,0,0,0,33.333333,33.333333,33.333333,0,0,0,0,0,0,0,9.666667,0,0,0
1700,A-Sha Dry Noodle,Hakka Flat Noodle With Za Jiang Sauce,Pack,Taiwan,4,,30-04-2018 13:48,201801,EDINBURGH,GERMANY,FRANKFURT MAIN,LUFTHANSA,S,66,0,0,0,25.757576,39.393939,24.242424,7.575758,3.030303,0,0,0,0,0,13.560606,66,77.272727,12.075758
1699,Vit's,Mi goreng Pedas Chewy & springy,Pack,Malaysia,3.5,,30-04-2018 13:48,201801,EDINBURGH,GERMANY,HAMBURG,EASYJET AIRLINE COMPANY LTD,S,22,0,0,4.545455,40.909091,27.272727,4.545455,22.727273,0,0,0,0,0,0,11.818182,22,77.272727,16.272727
1698,Maruchan,Instant Lunch Chicken Tortilla Flavor Ramen Noodles With Vegetables,Cup,USA,4,,30-04-2018 13:48,201801,EDINBURGH,GERMANY,KARLSRUHE/BADEN BADEN,RYANAIR,S,16,0,0,0,31.25,31.25,12.5,0,12.5,12.5,0,0,0,0,32.375,0,0,0
1697,The Kitchen Food,Instant Kampua Dark Soy Sauce,Pack,Sarawak,5,,30-04-2018 13:48,201801,EDINBURGH,GERMANY,MUNICH,EASYJET AIRLINE COMPANY LTD,S,30,0,0,6.666667,23.333333,33.333333,10,13.333333,13.333333,0,0,0,0,0,20.766667,32,59.375,18.8125
1696,Mama,Cup Yentafo Tom Yum Mohfai,Cup,Thailand,5,,30-04-2018 13:48,201801,EDINBURGH,GERMANY,MUNICH,EUROWINGS LUFTVERKEHRS,S,28,0,0,0,35.714286,25,17.857143,14.285714,3.571429,3.571429,0,0,0,0,18.285714,0,0,0
1695,Mama,Cup Shrimp Creamy Tom Yum,Cup,Thailand,5,,30-04-2018 13:48,201801,EDINBURGH,GERMANY,NIEDERRHEIN,RYANAIR,S,26,0,0,7.692308,50,34.615385,3.846154,3.846154,0,0,0,0,0,0,3.961538,28,100,1.321429
1694,Mama,Instant Rice Vermicelli Bihun Goreng Original Flavour,Pack,Thailand,4.75,,30-04-2018 13:48,201801,EDINBURGH,GERMANY,STUTTGART,EASYJET AIRLINE COMPANY LTD,S,18,0,0,5.555556,44.444444,16.666667,27.777778,5.555556,0,0,0,0,0,0,9.666667,18,94.444444,1.555556
1693,Mama,Instant Noodles coconut Milk Flavour,Cup,Myanmar,5,,30-04-2018 13:48,201801,EDINBURGH,GREECE,ATHENS,AEGEAN AIRLINES,S,4,0,0,0,25,25,25,25,0,0,0,0,0,0,21.25,0,0,0
1692,Mama,Oriental Style Instant Noodles Chicken Flavour,Pack,Bangladesh,3.25,,30-04-2018 13:48,201801,EDINBURGH,GREECE,ATHENS,EASYJET AIRLINE COMPANY LTD,S,18,0,0,0,16.666667,61.111111,22.222222,0,0,0,0,0,0,0,9.111111,17,82.352941,15.117647
1691,Mama,Instant Cup Noodles Minced Prok Flavor,Cup,Thailand,3.5,,30-04-2018 13:48,201801,EDINBURGH,ICELAND,AKUREYRI,ENTER AIR,C,2,0,1,0,0,33.333333,0,0,0,0,33.333333,0,0,33.333333,122,0,0,0
1690,Wugudaochang,Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles,Bowl,China,4,,30-04-2018 13:48,201801,EDINBURGH,ICELAND,KEFLAVIK,EASYJET AIRLINE COMPANY LTD,S,45,0,0,0,40,26.666667,15.555556,6.666667,6.666667,4.444444,0,0,0,0,19.466667,38,68.421053,16.789474
1689,Wugudaochang,Tomato Beef Brisket Flavor Purple Potato Noodle,Pack,China,5,2016 #7,30-04-2018 13:48,201801,EDINBURGH,ICELAND,KEFLAVIK,WOW AIR,S,36,0,0,22.222222,38.888889,25,8.333333,5.555556,0,0,0,0,0,0,6.194444,26,88.461538,4.923077
1688,Wugudaochang,Sea Tangle & Sparerins Flavor Noodles,Bowl,China,3.75,,30-04-2018 13:48,201801,EDINBURGH,IRISH REPUBLIC,IRELAND WEST(KNOCK),FLYBE LTD,S,30,0,0,16.666667,53.333333,30,0,0,0,0,0,0,0,0,1.9,32,90.625,7.125
1687,Wugudaochang,Chef's Grains Millet Noodle,Pack,China,3.75,,30-04-2018 13:48,201801,EDINBURGH,IRISH REPUBLIC,CORK,AER LINGUS,S,70,0,0,12.857143,67.142857,15.714286,2.857143,0,1.428571,0,0,0,0,0,2.842857,50,92,6.18
1686,Wugudaochang,Chef's Grains Buckwheat Noodle,Pack,China,3.5,,30-04-2018 13:48,201801,EDINBURGH,IRISH REPUBLIC,DUBLIN,AER LINGUS,S,240,0,0,7.083333,54.166667,25,6.25,5.416667,2.083333,0,0,0,0,0,6.55,227,92.070485,4.568282
1685,Wugudaochang,Chef's Grains Pea Noodle,Pack,China,4,,30-04-2018 13:48,201801,EDINBURGH,IRISH REPUBLIC,DUBLIN,FLYBE LTD,S,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
1684,Wugudaochang,Sichuan Pepper & Chicken Flavor Noodle,Bowl,China,4.5,,30-04-2018 13:48,201801,EDINBURGH,IRISH REPUBLIC,DUBLIN,RYANAIR,S,208,0,0,10.096154,44.711538,30.288462,11.057692,3.846154,0,0,0,0,0,0,5.673077,204,92.156863,8.897059
1683,Wugudaochang,Sour Soup & Minced Meat Flavor Chef's Grain Naked Oat Noodles,Pack,China,5,,30-04-2018 13:48,201801,EDINBURGH,IRISH REPUBLIC,SHANNON,AER LINGUS,S,46,0,0,13.043478,60.869565,21.73913,2.173913,2.173913,0,0,0,0,0,0,2.347826,48,91.666667,5.541667
1682,Wugudaochang,Sour Bamboo Shoot & Beef If Hot Pot Flavor Noodles,Pack,China,4,,30-04-2018 13:48,201801,EDINBURGH,ITALY,BOLOGNA,RYANAIR,S,18,0,0,0,5.555556,38.888889,16.666667,11.111111,16.666667,11.111111,0,0,0,0,38.722222,18,100,3.333333
1681,Wugudaochang,Sea Tangle & Sparerins Flavor Noodles,Bowl,China,3.75,,30-04-2018 13:48,201801,EDINBURGH,ITALY,BERGAMO,RYANAIR,S,46,0,0,0,19.565217,26.086957,32.608696,19.565217,2.173913,0,0,0,0,0,17.304348,0,0,0
1680,Aroi,Curry Me! Penang White Curry Soup Noodle,Pack,Malaysia,4.5,,30-04-2018 13:48,201801,EDINBURGH,ITALY,MILAN (MALPENSA),EASYJET AIRLINE COMPANY LTD,S,62,0,0,6.451613,43.548387,27.419355,17.741935,1.612903,3.225806,0,0,0,0,0,9.854839,50,88,7.02
1679,Ten-In,Veggie World Vegetarian Braised Beef Instant Noodles,Bowl,Taiwan,3.5,,30-04-2018 13:48,201801,EDINBURGH,ITALY,ROME (CIAMPINO),RYANAIR,S,36,0,0,0,22.222222,50,8.333333,19.444444,0,0,0,0,0,0,13.5,42,78.571429,7.833333
1678,Nongshim,Shin Black Spicy Po-Au-Feu Flavor (Mew Edition),Pack,USA,5,,30-04-2018 13:48,201801,EDINBURGH,ITALY,ROME (FIUMICINO),VUELING AIRLINES,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,4
1677,Paldo,Raobokki Noodle (Export Version),Pack,South Korea,5,,30-04-2018 13:48,201801,EDINBURGH,ITALY,TURIN,JET2.COM LTD,S,8,0,0,0,37.5,37.5,25,0,0,0,0,0,0,0,6.375,8,75,7.875
1676,A1,Emporer Herbs Chicken Noodle,Pack,Malaysia,4.25,,30-04-2018 13:48,201801,EDINBURGH,ITALY,TREVISO,RYANAIR,S,28,0,0,3.571429,53.571429,35.714286,7.142857,0,0,0,0,0,0,0,4.428571,0,0,0
1675,Baixiang Noodles,Sauerkraut Flavor,Pack,China,4.5,,30-04-2018 13:48,201801,EDINBURGH,ITALY,VENICE,EASYJET AIRLINE COMPANY LTD,S,26,0,2,3.571429,25,46.428571,10.714286,7.142857,0,0,0,0,0,7.142857,9.461538,32,75,11.875
1674,Emart,Dare You! Habanero Ramen (New Edition),Cup,South Korea,3.5,,30-04-2018 13:48,201801,EDINBURGH,ITALY,VERONA VILLAFRANCA,BA CITYFLYER LTD,C,8,0,0,12.5,0,75,12.5,0,0,0,0,0,0,0,7.125,0,0,0
1673,Lishan Food Manufacturing,Black Cock Brand Vegetarian Chicken Noodle,Pack,Taiwan,3.5,,30-04-2018 13:48,201801,EDINBURGH,ITALY,VERONA VILLAFRANCA,JET2.COM LTD,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,62.5,17.75
1672,Azami,Chili Seafood Flavor Noodle Soup,Cup,Canada,3.25,,30-04-2018 13:48,201801,EDINBURGH,MALTA,MALTA,RYANAIR,S,20,0,0,0,25,55,5,10,5,0,0,0,0,0,11.5,20,75,8.55
1671,Ah Lai,Penang Favourite White Curry Rice Vermicelli,Pack,Malaysia,5,,30-04-2018 13:48,201801,EDINBURGH,NETHERLANDS,AMSTERDAM,EASYJET AIRLINE COMPANY LTD,S,118,0,0,5.932203,38.983051,31.355932,13.559322,5.084746,4.237288,0.847458,0,0,0,0,10.949153,94,60.638298,22.446809
1670,Tropicana Slim,Less Fat Noodles Grilled Chicken,Pack,Indonesia,3.75,,30-04-2018 13:48,201801,EDINBURGH,NETHERLANDS,AMSTERDAM,FLYBE LTD,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,74.193548,13.45
1669,A-One,Mi Ly Instant Noodles Mi Chay Vegetarian Flavor,Cup,Vietnam,1.25,,30-04-2018 13:48,201801,EDINBURGH,NETHERLANDS,AMSTERDAM,KLM,S,191,0,6,0.507614,41.116751,32.48731,14.213198,5.076142,3.045685,0.507614,0,0,0,3.045685,11.08377,214,87.906977,7.14486
1668,Mama,Cup Rice Vermicelli With Clear Soup,Cup,Thailand,3.5,,30-04-2018 13:48,201801,EDINBURGH,NETHERLANDS,EINDHOVEN,RYANAIR,S,26,0,0,3.846154,50,34.615385,3.846154,0,3.846154,3.846154,0,0,0,0,10.423077,0,0,0
1667,Deshome,Aloe Thin Noodles With Camelia Oil Vegetable Sauce Flavor,Pack,Taiwan,5,,30-04-2018 13:48,201801,EDINBURGH,NORWAY,OSLO (GARDERMOEN),NORWEGIAN AIR INTERNATIONAL,S,36,0,0,0,11.111111,47.222222,13.888889,19.444444,5.555556,0,2.777778,0,0,0,25.888889,0,0,0
1666,Vifon,Curry Instant Noodle With Chicken,Cup,Vietnam,3,,30-04-2018 13:48,201801,EDINBURGH,NORWAY,OSLO (GARDERMOEN),NORWEGIAN AIR SHUTTLE,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,100,2.785714
1665,Paldo Vina,Koreno Premium Mushroom Flavor,Pack,Vietnam,1.5,,30-04-2018 13:48,201801,EDINBURGH,NORWAY,OSLO (GARDERMOEN),SAS,S,4,0,0,0,0,50,0,50,0,0,0,0,0,0,23,0,0,0
1664,Mamee,Oriental Noodles Prawn Flavor,Pack,Malaysia,2,,30-04-2018 13:48,201801,EDINBURGH,PORTUGAL(EXCLUDING MADEIRA),FARO,RYANAIR,S,18,0,0,11.111111,44.444444,22.222222,16.666667,5.555556,0,0,0,0,0,0,7.111111,20,65,14.2
1663,Vina Acecook,King Chef Authentic Kimchi Flavour,Pack,Vietnam,4,,30-04-2018 13:48,201801,EDINBURGH,PORTUGAL(EXCLUDING MADEIRA),LISBON,EASYJET AIRLINE COMPANY LTD,S,18,0,0,22.222222,38.888889,22.222222,11.111111,5.555556,0,0,0,0,0,0,5.444444,24,95.833333,5.916667
1662,Mama,Non-Fried Instant Noodles Ramen Tonkotsu Flavor,Pack,Thailand,5,,30-04-2018 13:48,201801,EDINBURGH,PORTUGAL(EXCLUDING MADEIRA),OPORTO (PORTUGAL),RYANAIR,S,18,0,0,0,5.555556,61.111111,5.555556,5.555556,22.222222,0,0,0,0,0,28.055556,0,0,0
1661,Chencun,Senior Food Rice Noodle Fragrant Peppery Beef,Cup,China,3.75,,30-04-2018 13:48,201801,EDINBURGH,PORTUGAL(MADEIRA),FUNCHAL,EASYJET AIRLINE COMPANY LTD,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,94.444444,3.611111
1660,Sau Tao,Ho Fan Wonton Soup Flavored,Pack,Hong Kong,3,,30-04-2018 13:48,201801,EDINBURGH,PORTUGAL(MADEIRA),FUNCHAL,JET2.COM LTD,S,10,0,0,0,60,20,10,0,0,0,10,0,0,0,28.1,0,0,0
1659,United,Xi Gon Satay Onion Flavor,Pack,Vietnam,2.75,,30-04-2018 13:48,201801,EDINBURGH,SPAIN,ALICANTE,EASYJET AIRLINE COMPANY LTD,S,18,0,0,27.777778,55.555556,11.111111,5.555556,0,0,0,0,0,0,0,1.5,18,94.444444,4.611111
1658,ChoripDong,Hurricane Rice Cake (Topokki),Bowl,South Korea,5,,30-04-2018 13:48,201801,EDINBURGH,SPAIN,ALICANTE,JET2.COM LTD,S,22,0,0,4.545455,36.363636,50,9.090909,0,0,0,0,0,0,0,4.863636,26,96.153846,3.807692
1657,Shan,Shoop Instant Noodles Bombay Biryani Flavour,Pack,Pakistan,2.75,,30-04-2018 13:48,201801,EDINBURGH,SPAIN,ALICANTE,RYANAIR,S,36,0,0,5.555556,61.111111,22.222222,8.333333,2.777778,0,0,0,0,0,0,4.555556,40,92.5,4.3
1656,Mama,JokCup Instant Porridge Soup Seafood Flavour,Cup,Thailand,3.5,,30-04-2018 13:48,201801,EDINBURGH,SPAIN,ALICANTE,VUELING AIRLINES,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,65,42.4
1655,Baijia,Artificial Pickled Vegetable Beef Flavor,Pack,China,3,,30-04-2018 13:48,201801,EDINBURGH,SPAIN,BARCELONA,RYANAIR,S,46,0,0,0,34.782609,47.826087,17.391304,0,0,0,0,0,0,0,6.652174,48,89.583333,4.916667
1654,MyOri,Malaysia Penang White Curry Noodle Super Spicy,Pack,Malaysia,5,,30-04-2018 13:48,201801,EDINBURGH,SPAIN,BARCELONA,VUELING AIRLINES,S,10,0,0,10,10,20,20,30,10,0,0,0,0,0,27.2,18,77.777778,6.944444
1653,MyOri,Malaysia Penang Green Curry Rice Vermicelli,Pack,Malaysia,5,,30-04-2018 13:48,201801,EDINBURGH,SPAIN,BILBAO,EASYJET AIRLINE COMPANY LTD,S,18,0,0,27.777778,27.777778,33.333333,5.555556,5.555556,0,0,0,0,0,0,4.555556,0,0,0
1652,MyOri,Malaysia Penang White Curry Noodle Original,Pack,Malaysia,5,,30-04-2018 13:48,201801,EDINBURGH,SPAIN,MADRID,EASYJET AIRLINE COMPANY LTD,S,47,0,0,12.765957,36.170213,23.404255,6.382979,8.510638,8.510638,0,4.255319,0,0,0,23.106383,50,78,8.76
1651,Ruski,Chicken Flavour Instant Noodles,Pack,Malaysia,3.75,,30-04-2018 13:48,201801,EDINBURGH,SPAIN,MADRID,IBERIA EXPRESS,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,75,12.5
1650,Ottogi,Sesame Flavor Ramen Korean Style Instant Noodle,Pack,South Korea,4.25,,30-04-2018 13:48,201801,EDINBURGH,SPAIN,MALAGA,JET2.COM LTD,S,4,0,0,0,0,100,0,0,0,0,0,0,0,0,6.25,0,0,0
1649,Master Kong,Seafood Flavour Instant Cooking Noodles,Pack,China,4.25,,30-04-2018 13:48,201801,EDINBURGH,SPAIN,MALAGA,NORWEGIAN AIR INTERNATIONAL,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,77.777778,13.333333
1648,Wei Lih,Instant Noodles With Onion Flavour,Pack,Taiwan,4.25,,30-04-2018 13:48,201801,EDINBURGH,SPAIN,MALAGA,RYANAIR,S,38,0,0,5.263158,31.578947,39.473684,13.157895,10.526316,0,0,0,0,0,0,9.763158,40,92.5,5.25
1647,No Name,Shrimp Flavour Oriental Noodles And Soup Mix,Cup,Canada,2.75,,30-04-2018 13:48,201801,EDINBURGH,SPAIN,PALMA DE MALLORCA,RYANAIR,S,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,88.888889,6.333333
1646,New Way,Spaghetti Instant Noodles,Tray,Vietnam,4,,30-04-2018 13:48,201801,EDINBURGH,SPAIN,SANTANDER,RYANAIR,S,18,0,0,0,5.555556,61.111111,16.666667,16.666667,0,0,0,0,0,0,15.444444,18,88.888889,3.555556
1645,Lucky Me!,Supreme Jjamppong Korean Style Spicy Seafood Soup,Bowl,Philippines,3.75,,30-04-2018 13:48,201801,EDINBURGH,SPAIN,VALENCIA,RYANAIR,S,26,0,0,3.846154,30.769231,38.461538,11.538462,15.384615,0,0,0,0,0,0,11.192308,0,0,0
1644,Hao Way,Vegetarian Penang Laksa Instant Bowl Noodles,Bowl,Malaysia,2,,30-04-2018 13:48,201801,EDINBURGH,SPAIN(CANARY ISLANDS),ARRECIFE,JET2.COM LTD,S,24,0,0,4.166667,33.333333,50,8.333333,4.166667,0,0,0,0,0,0,6.125,18,55.555556,18.833333
1643,Emart,Dare You! Habanero Jjajang Ramen,Cup,South Korea,3.5,,30-04-2018 13:48,201801,EDINBURGH,SPAIN(CANARY ISLANDS),ARRECIFE,RYANAIR,S,20,0,0,0,40,40,15,5,0,0,0,0,0,0,8.6,22,81.818182,6
1642,Campbell's,Hearty Noodles Savoury Beef Flavour,Cup,Canada,0.25,,30-04-2018 13:48,201801,EDINBURGH,SPAIN(CANARY ISLANDS),ARRECIFE,TUI AIRWAYS LTD,C,3,0,0,0,33.333333,33.333333,33.333333,0,0,0,0,0,0,0,8.666667,8,87.5,5
1641,One Dish Asia,Japanese Ramen Noodle,Bowl,USA,0,,30-04-2018 13:48,201801,EDINBURGH,SPAIN(CANARY ISLANDS),FUERTEVENTURA,JET2.COM LTD,S,18,0,0,33.333333,27.777778,27.777778,11.111111,0,0,0,0,0,0,0,4.222222,10,90,1.6
1640,Long Jun Hang,Taiwan Dried Noodles With Onion Oil Sauce,Pack,Taiwan,2,,30-04-2018 13:48,201801,EDINBURGH,SPAIN(CANARY ISLANDS),FUERTEVENTURA,RYANAIR,S,18,0,0,16.666667,0,33.333333,38.888889,0,11.111111,0,0,0,0,0,19.333333,10,60,18.7
